vrest,ri,sag,tau,vm_for_sag,f_i_curve_slope,adaptation,latency,avg_isi,upstroke_downstroke_ratio_long_square,peak_v_long_square,peak_t_long_square,trough_v_long_square,trough_t_long_square,fast_trough_v_long_square,fast_trough_t_long_square,threshold_v_long_square,threshold_i_long_square,threshold_t_long_square,upstroke_downstroke_ratio_ramp,peak_v_ramp,peak_t_ramp,trough_v_ramp,trough_t_ramp,fast_trough_v_ramp,fast_trough_t_ramp,threshold_v_ramp,threshold_i_ramp,threshold_t_ramp,upstroke_downstroke_ratio_short_square,peak_v_short_square,peak_t_short_square,trough_v_short_square,trough_t_short_square,fast_trough_v_short_square,fast_trough_t_short_square,threshold_v_short_square,threshold_i_short_square,threshold_t_short_square
-1.931510623451683,-0.5384433271819719,-0.5730370037620452,0.11084233691311526,-1.138384470010946,0.06169788763107063,1.0663103447327085,-0.0424964623246546,1.4702164234913433,-0.4023635254047141,-1.827852148537289,-0.37807834507224264,-2.402021762170971,-0.4436028619926361,-2.3770322116066716,-0.38028078544489263,-2.8954123359408572,-0.07933538813484749,-0.37777491078001396,-0.23944713035124732,-0.8799434545470501,-0.21359766633033148,-2.095795065564262,-0.24415184234518011,-2.220213013012968,-0.21798545556874205,-2.516656016731665,-0.21517292126516724,-0.21357401142448318,-0.24063295817598812,-1.3612994997716843,0.03433789838996012,-1.830886399209249,0.3631229722056676,-2.163072135434688,-0.0022814710827007024,-1.9845840432072812,0.2763970183396086,0.036620103862128724
0.11264751011129671,0.07579475206390168,0.11863734698275763,0.02407616214829777,-0.2533671635805164,-0.887249042863705,-0.3416007939647392,-0.5577924218121242,-0.35051171982859836,-0.4107269698013195,-0.7524491905245358,-0.4822018253239835,-1.2390723648234245,-0.4743568765831095,-1.2121372483808277,-0.4859229088978214,-2.2405494297827975,-0.8781233339783964,-0.4815396779273308,-0.2117953867583064,-0.4963409967395058,-1.0665138936993084,-1.2528249277597454,-1.0368605562470061,-1.1614380237662254,-1.0581174543110654,-2.0872193491260678,-1.0683712052951475,-1.0664626452187904,-0.17830064668199203,-0.5585688974195928,0.03421838958815925,-0.004923354948269677,-0.9260681404579457,-0.7761114030304281,-0.011279048379455264,-1.4506804082128633,-1.2710309047606292,0.03835297046227317
0.5282510514821122,-0.32884502947280403,2.7191361137206793,-0.5572911753328977,0.3558015281559157,0.2029018359613338,-0.4280042250866155,0.32067755167581924,0.3922185536775913,-0.8090058666041794,-0.08524920442772616,-0.4791543088288103,0.16464456928813104,-0.5309866827600511,0.003775554208400407,-0.48415166371417917,0.4270514847516496,-0.4216730792106541,-0.4783645014540351,-0.6303057200227231,0.08541348889262874,-0.5210246658382844,0.2498623533272276,-0.5310865000979211,0.05992143325521166,-0.5209051640316493,0.1033043279139272,-0.5218298196314953,-0.520975253998323,-0.5157734077894726,0.027146466751590853,0.03051361673187452,0.2837345764036282,-0.6224565009757225,0.33165749915130294,-0.020395014851191714,0.7454430366007552,0.17323515679959278,0.03566403953099341
0.07901267022453722,2.262010985900406,-0.7729199651487334,2.233140258097287,-1.1843584596580787,0.04223122788241482,-0.5242399338274044,0.24461657893232638,-0.30789481481361397,0.06682401122776083,-2.776571381913586,-0.20500480411721425,0.18735843553589085,-0.2740315884403339,0.2120962791275339,-0.19657735639860294,0.33074761484990006,-0.7640107702864608,-0.20593436004522883,-0.08725233319861576,-1.6242843078804403,-0.9675174258068686,-0.1451528717291517,-0.946623497343752,-0.2176606355717441,-0.960183057713061,-0.030648784572529685,-0.9694497116036058,-0.9675307874265372,-0.4482761848924581,-2.9362430387941334,0.04533270815704528,-0.10628442425170985,0.020149262137693538,-0.1684388171507395,0.10006597066803129,0.18626813668002154,-0.5488978739805181,0.022219384874602587
-0.7790304816053453,5.792507255169929,1.0546630027658246,1.9713193164957572,-0.9276651283557462,-1.1613552422451014,0.8918826477050111,-0.5612185917555215,-0.8665903677565782,-0.31003087232391086,-0.10777055692019032,-0.6279746976764207,-1.4480399343028147,-0.6480640348561997,-1.4842296237854102,-0.6254717258661806,-2.2694410022053373,-0.9922359194355758,-0.6291218804061341,-1.2861862638339254,-1.5760165072248007,-0.27285611542087645,-0.16551448126814033,-0.2992803103419489,-0.34852004146761006,-0.2761617013051797,-0.5507011112412405,-0.2745259155925779,-0.27303003571114637,-0.11861147033426427,-0.19936327450633934,0.031230669542767313,-0.817279113272585,1.0248156617363404,-1.0671755173249606,0.0215147530837499,-1.4492570996780987,-1.374192845006899,0.027178968592281944
-0.330560207548554,0.21406999208890864,1.7090640329227196,0.31339707414186774,-0.8701974074562704,-0.0797328203081656,0.10986389124109336,0.28024874634369396,-0.11048960779921477,-0.5844322956848759,-0.8115683636850237,-0.04666092622218885,-0.36685934637169293,-0.16702882733071928,-0.49789476294379864,-0.049564006156323774,-0.9163793007268897,-0.3075605155187186,-0.04654050108576422,-0.5319478050145008,-0.6834847766990066,-0.2688907189944586,-0.19537834096185683,-0.295723783789735,-0.36966959865628096,-0.27242483770550047,-0.48766398465298294,-0.26999198691178733,-0.2688784147775893,-0.36648231674273485,-1.6078961388716833,0.04092795517583249,-0.39714665820699363,0.19284229739841732,-0.3559373193803077,0.021802269651529826,-0.022259592212198726,0.5858826029596562,0.0414004255177217
0.44554399329777394,1.2052915722263449,-0.35844820704029084,-0.24629666847117015,-1.2533217825343785,-0.9452877724070798,0.20920384535584116,-0.5653299956876093,-0.8500297959765388,0.43352158762943177,-0.18378070149362843,-0.2512254709606704,-0.2532905696706493,-0.3055279413140257,-0.2343052742706093,-0.2493351593685086,-0.5359813363799197,-1.1063484613622674,-0.2514028871428287,0.4334687583926712,-0.06320080332114944,-1.20399745109703,-0.3711667376119254,-1.1660371986658427,-0.39610594006229727,-1.1932898103116873,-0.731930986573135,-1.2056248301502648,-1.203985294658229,0.6951538281699672,-0.43224369555816405,0.04246449691346217,0.2847362631510363,0.8642570951208276,0.06234527283578794,0.04432081324148869,-0.09437121814714383,-1.4773546278406609,0.04244340478803811
0.3508898918093026,2.275111618674878,0.4581803627589186,0.2836721653801809,-1.2035156137742244,-0.3708517050046408,0.04224083785771231,-0.34811082127600307,0.00627387064991634,0.6768500925551639,-0.7806010959221055,-0.10811917554150928,0.7960906055136089,-0.21453847745669305,0.607481031112343,-0.10738250965092079,-0.37226575678755297,-0.9922359194355758,-0.10801191760877699,0.781282177737486,-0.674169878810464,-1.122019554900014,0.74668562607855,-1.0915046723786874,0.5357755785633534,-1.1125341100836215,-0.6334367086658081,-1.1203050281621656,-1.1219977857416843,0.602851237936982,-1.3631080159695808,0.03983530327352061,0.34029060634724895,1.3850908281614616,1.0346725316333918,0.025184817507455052,0.05421614475482216,-1.0647071816805975,0.04068337726938017
-0.9619417267403612,-1.442330103943929,-0.5139094550954864,-1.0741487283014366,0.5856752178405402,1.453792735877675,-0.5759636318648357,0.8071936836387226,-0.7556421684302078,-0.9749180618864368,-1.2591835735935857,-0.2494477530051525,-0.30326107541572084,-0.336918245861544,-0.4383745558240462,-0.2531306847620266,0.30185721800454557,2.887591267855477,-0.2488627459641921,-0.6684381989393509,-1.2038460611762953,2.19442145211158,-0.08610470117569721,2.0024289456774382,-0.24938424525895356,2.153770378899685,0.07375614072801169,2.194184553085273,2.1944468880485792,-0.5999309725025391,-1.894569455041791,0.03385986318270887,-0.8907286099365364,-0.25965401425424645,-0.9506050452359953,0.06224062926912498,-0.22412613834586986,1.7722440106698385,0.029270359316634968
-0.5322995881517909,-0.6854526555359499,-1.0000224927371062,-0.9207145906799756,0.16807058436764277,2.8640510987499517,-0.5982912836776881,-0.6968949215141939,-1.0000188504054148,-1.4444630432629701,-1.0874569506684106,-0.770192134117823,-1.0301047953440345,-0.7738373496986206,-1.1228569377011992,-0.773370698700281,-0.030389105285845847,0.37711486663289473,-0.7703537299383445,-1.2834287995772031,-1.426132163764993,0.2449050037626528,-0.1288640812075733,0.1835769832761389,-0.2969691757258947,0.23356467478233475,-0.3024938380360935,0.24357560525691854,0.24489250433275972,-1.0071880706991716,-0.27034525869249937,0.038699969656257105,-0.45003028504578896,-0.6974210960347575,-0.5073541336611461,-0.013942804815995741,-0.5857565195219065,-0.5488978739805181,0.03835297046227317
